    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
  902,        202040,          201150,            426,      5329,        6212,         72
  903,        202541,          201650,            435,      5326,        6220,         62
  904,        203211,          202319,            395,      5311,        6228,         65
  905,        203623,          202730,            411,      5317,        6236,         65
  906,        204168,          203274,            400,      5313,        6244,         79
  907,        204286,          203391,            433,      5341,        6252,         79
  908,        205035,          204139,            463,      5336,        6260,         77
  909,        205331,          204434,            440,      5352,        6268,         73
  910,        205385,          204487,            420,      5307,        6276,         69
  911,        205876,          204977,            414,      5308,        6284,         65
  912,        206486,          205586,            395,      5341,        6292,         71
  913,        206947,          206046,            424,      5355,        6300,         84
  914,        207765,          206863,            451,      5413,        6308,         78
  915,        207828,          206925,            460,      5409,        6316,         78
  916,        207865,          206961,            564,      5427,        6324,         91
  917,        208043,          207138,            492,      5382,        6332,         87
  918,        208284,          207378,            434,      5412,        6340,         83
  919,        208723,          207816,            368,      5405,        6348,         50
  920,        209298,          208390,            284,      5426,        6356,         50
  921,        210067,          209158,            369,      5375,        6364,         58
  922,        210446,          209536,            298,      5456,        6372,         53
  923,        211179,          210268,            314,      5504,        6380,         53
  924,        211929,          211017,            285,      5458,        6388,         50
  925,        212060,          211147,            324,      5448,        6396,         49
  926,        212310,          211396,            369,      5490,        6404,         63
  927,        212365,          211450,            286,      5507,        6412,         48
  928,        212366,          211450,            301,      5443,        6420,         65
  929,        212664,          211747,            409,      5483,        6428,         77
  930,        212876,          211958,            409,      5492,        6436,         71
  931,        213242,          212323,            410,      5521,        6444,         63
  932,        213704,          212784,            393,      5526,        6452,         68
  933,        213999,          213078,            394,      5556,        6460,         67
  934,        214927,          214005,            419,      5497,        6468,         76
  935,        215345,          214422,            436,      5496,        6476,         77
  936,        215591,          214667,            459,      5498,        6484,         52
  937,        216277,          215352,            291,      5522,        6492,         50
  938,        216877,          215951,            293,      5555,        6500,         51
  939,        217701,          216774,            421,      5552,        6508,         79
  940,        218210,          217282,            492,      5605,        6516,         65
  941,        218772,          217843,            325,      5642,        6524,         52
  942,        219691,          218761,            297,      5644,        6532,         58
  943,        220493,          219562,            295,      5653,        6540,         49
  944,        220580,          219648,            295,      5619,        6548,         51
  945,        221281,          220348,            311,      5655,        6556,         49
  946,        221884,          220950,            296,      5571,        6564,         50
  947,        222388,          221453,            297,      5593,        6572,         49
  948,        223130,          222194,            322,      5551,        6580,         49
  949,        223819,          222882,            320,      5546,        6588,         52
  950,        224189,          223251,            320,      5627,        6596,         59
  951,        224524,          223585,            302,      5624,        6604,         50
  952,        225397,          224457,            302,      5676,        6612,         50
  953,        225812,          224871,            308,      5660,        6620,         49
  954,        226517,          225575,            305,      5618,        6628,         50
  955,        227098,          226155,            304,      5611,        6636,         53
  956,        227562,          226618,            320,      5709,        6644,         51
  957,        228033,          227088,            308,      5684,        6652,         52
  958,        228357,          227411,            309,      5725,        6660,         55
  959,        229122,          228175,            309,      5730,        6668,         51
  960,        229866,          228918,            311,      5666,        6676,         52
  961,        230614,          229665,            310,      5664,        6684,         53
  962,        230733,          229783,            314,      5700,        6692,         56
  963,        231602,          230651,            313,      5746,        6700,         50
  964,        231644,          230692,            311,      5747,        6708,         50
  965,        232563,          231610,            312,      5793,        6716,         51
  966,        233427,          232473,            317,      5764,        6724,         52
  967,        233832,          232877,            322,      5761,        6732,         70
  968,        234056,          233100,            315,      5774,        6740,         57
  969,        234905,          233948,            315,      5805,        6748,         50
  970,        235488,          234530,            317,      5801,        6756,         52
  971,        236055,          235096,            331,      5755,        6764,         50
  972,        236119,          235159,            317,      5825,        6772,         51
  973,        237008,          236047,            319,      5889,        6780,         52
  974,        237836,          236874,            319,      5813,        6788,         54
  975,        238300,          237337,            320,      5801,        6796,         59
  976,        239192,          238228,            328,      5808,        6804,         52
  977,        239611,          238646,            321,      5832,        6812,         52
  978,        240321,          239355,            346,      5840,        6820,         59
  979,        241272,          240305,            324,      5870,        6828,         57
  980,        241282,          240314,            323,      5858,        6836,         53
  981,        241865,          240896,            391,      5890,        6844,         56
  982,        242289,          241319,            342,      5900,        6852,         61
  983,        242333,          241362,            364,      5891,        6860,         63
  984,        242811,          241839,            355,      5915,        6868,         58
  985,        243209,          242236,            331,      5895,        6876,         58
  986,        243421,          242447,            330,      5948,        6884,         55
  987,        243899,          242924,            327,      5927,        6892,         53
  988,        244073,          243097,            328,      5921,        6900,         53
  989,        244857,          243880,            329,      5893,        6908,         52
  990,        245682,          244704,            346,      5962,        6916,         55
  991,        245984,          245005,            330,      5976,        6924,         53
  992,        246599,          245619,            330,      5948,        6932,         56
  993,        247574,          246593,            332,      5977,        6940,         55
  994,        247651,          246669,            331,      5998,        6948,         53
  995,        248362,          247379,            333,      5985,        6956,         51
  996,        248366,          247382,            334,      5944,        6964,         53
  997,        248738,          247753,            336,      5987,        6972,         57
  998,        249731,          248745,            354,      5967,        6980,         54
  999,        250158,          249171,            336,      5966,        6988,         57
 1000,        250399,          249411,            415,      6006,        6996,         70
 1001,        251349,          250360,            337,      6035,        7004,         61
 1002,        252231,          251241,            338,      6035,        7012,         55
 1003,        252563,          251572,            339,      6021,        7020,         56
 1004,        252920,          251928,            411,      5970,        7028,         61
 1005,        253394,          252401,            340,      5980,        7036,         54
 1006,        253975,          252981,            420,      6070,        7044,         75
 1007,        254450,          253455,            342,      6065,        7052,         55
 1008,        254998,          254002,            344,      6065,        7060,         58
 1009,        255189,          254192,            460,      6066,        7068,         85
 1010,        255541,          254543,            404,      6085,        7076,         84
 1011,        256293,          255294,            546,      6097,        7084,         86
 1012,        256793,          255793,            466,      6095,        7092,         65
 1013,        257681,          256680,            437,      6091,        7100,         65
 1014,        257884,          256882,            347,      6114,        7108,         60
 1015,        257929,          256926,            345,      6125,        7116,         56
 1016,        258098,          257094,            361,      6183,        7124,         56
 1017,        258484,          257479,            348,      6172,        7132,         69
 1018,        259068,          258062,            387,      6137,        7140,         61
 1019,        259498,          258491,            406,      6134,        7148,         63
 1020,        259920,          258912,            378,      6172,        7156,         59
 1021,        260660,          259651,            349,      6213,        7164,         54
 1022,        261266,          260256,            352,      6163,        7172,         84
 1023,        262284,          261273,            363,      6167,        7181,         54
 1024,        262769,          261757,            352,      6187,        7190,         65
 1025,        263298,          262285,            356,      6200,        7199,         54
 1026,        264097,          263083,            354,      6193,        7208,         56
 1027,        264464,          263449,            355,      6202,        7217,         54
 1028,        265211,          264195,            629,      6245,        7226,         91
 1029,        265251,          264234,            510,      6268,        7235,         62
 1030,        265710,          264692,            390,      6223,        7244,         58
 1031,        265914,          264895,            356,      6213,        7253,         55
 1032,        266220,          265200,            357,      6249,        7262,         55
 1033,        266742,          265721,            357,      6262,        7271,         56
 1034,        267190,          266168,            357,      6263,        7280,         57
 1035,        267655,          266632,            359,      6233,        7289,         54
 1036,        267674,          266650,            358,      6278,        7298,         62
 1037,        267972,          266947,            362,      6291,        7307,         56
 1038,        268563,          267537,            359,      6290,        7316,         59
 1039,        268656,          267629,            360,      6301,        7325,         55
 1040,        269256,          268228,            360,      6245,        7334,         56
 1041,        269932,          268903,            361,      6279,        7343,         54
 1042,        270246,          269216,            362,      6287,        7352,         56
 1043,        271079,          270048,            362,      6276,        7361,         58
 1044,        272095,          271063,            365,      6300,        7370,         56
 1045,        272415,          271382,            364,      6376,        7379,         59
 1046,        272594,          271560,            365,      6363,        7388,         59
 1047,        272978,          271943,            366,      6356,        7397,         55
 1048,        273791,          272755,            381,      6342,        7406,         56
 1049,        274818,          273781,            367,      6343,        7415,         59
 1050,        274963,          273925,            372,      6363,        7424,         67
 1051,        275166,          274127,            368,      6394,        7433,         56
 1052,        275528,          274488,            368,      6392,        7442,         57
 1053,        276444,          275403,            369,      6385,        7451,         55
 1054,        277040,          275998,            371,      6385,        7460,         62
 1055,        277132,          276089,            479,      6387,        7469,         90
 1056,        277846,          276802,            462,      6397,        7478,         58
 1057,        278252,          277207,            373,      6431,        7487,         57
 1058,        278857,          277811,            393,      6428,        7496,         63
 1059,        279846,          278799,            374,      6453,        7505,         55
 1060,        280384,          279336,            376,      6430,        7514,         55
 1061,        280964,          279915,            377,      6462,        7523,         59
 1062,        281319,          280269,            377,      6518,        7532,         57
 1063,        281801,          280750,            382,      6518,        7541,         55
 1064,        282309,          281257,            377,      6537,        7550,         56
 1065,        282924,          281871,            379,      6573,        7559,         56
 1066,        283961,          282907,            380,      6515,        7568,         58
 1067,        284227,          283172,            381,      6547,        7577,         56
 1068,        284327,          283271,            430,      6537,        7586,         81
 1069,        284687,          283630,            411,      6527,        7595,         92
 1070,        285576,          284518,            637,      6490,        7604,         92
 1071,        285727,          284668,            638,      6484,        7613,         90
 1072,        286515,          285455,            641,      6487,        7622,         91
 1073,        286586,          285525,            644,      6481,        7631,         90
 1074,        286717,          285655,            449,      6585,        7640,         66
 1075,        286855,          285792,            385,      6554,        7649,         57
 1076,        287743,          286679,            386,      6511,        7658,         57
 1077,        288700,          287635,            391,      6597,        7667,         55
 1078,        289696,          288630,            390,      6580,        7676,         59
 1079,        289738,          288671,            389,      6588,        7685,         56
 1080,        290768,          289700,            391,      6541,        7694,         56
 1081,        291208,          290139,            391,      6593,        7703,         56
 1082,        292118,          291048,            391,      6615,        7712,         58
 1083,        292145,          291074,            476,      6618,        7721,         59
 1084,        293182,          292110,            391,      6587,        7730,         59
 1085,        294205,          293132,            393,      6629,        7739,         63
 1086,        295102,          294028,            400,      6671,        7748,         58
 1087,        295886,          294811,            395,      6680,        7757,         55
 1088,        296648,          295572,            397,      6655,        7766,         58
 1089,        296654,          295577,            396,      6658,        7775,         56
 1090,        296825,          295747,            396,      6663,        7784,         62
 1091,        297259,          296180,            397,      6719,        7793,         55
 1092,        297874,          296794,            400,      6750,        7802,         58
 1093,        298902,          297821,            400,      6775,        7811,         57
 1094,        299758,          298676,            401,      6693,        7820,         59
 1095,        300205,          299122,            403,      6693,        7829,         56
 1096,        300290,          299206,            411,      6675,        7838,         58
 1097,        300649,          299564,            403,      6776,        7847,         59
 1098,        301329,          300243,            406,      6695,        7856,         59
 1099,        302028,          300941,            403,      6675,        7865,         56
 1100,        302255,          301167,            404,      6758,        7874,         59
 1101,        303204,          302115,            404,      6760,        7883,         59
 1102,        303890,          302800,            406,      6851,        7892,         58
 1103,        304279,          303188,            405,      6860,        7901,         56
 1104,        305041,          303949,            407,      6846,        7910,         58
 1105,        305158,          304065,            406,      6870,        7919,         60
 1106,        305341,          304247,            407,      6816,        7928,         58
 1107,        305756,          304661,            408,      6822,        7937,         56
 1108,        306241,          305145,            411,      6789,        7946,         58
 1109,        306975,          305878,            409,      6772,        7955,         64
 1110,        307968,          306870,            415,      6843,        7964,         70
 1111,        308443,          307344,            411,      6858,        7973,         57
 1112,        308824,          307724,            412,      6895,        7982,         58
 1113,        309329,          308228,            413,      6852,        7991,         57
 1114,        310233,          309131,            418,      6820,        8000,         59
 1115,        311257,          310154,            415,      6806,        8009,         57
 1116,        312087,          310983,            416,      6860,        8018,         97
 1117,        312315,          311210,            420,      6848,        8027,         68
 1118,        312623,          311517,            419,      6851,        8036,         69
 1119,        313031,          311924,            417,      6854,        8045,         58
 1120,        313566,          312458,            421,      6877,        8054,         60
 1121,        313824,          312715,            421,      6870,        8063,         64
 1122,        313909,          312799,            437,      6935,        8072,         62
 1123,        314895,          313784,            429,      6943,        8081,         59
 1124,        315343,          314231,            426,      6918,        8090,         62
 1125,        315462,          314349,            424,      6966,        8099,         61
 1126,        315700,          314586,            422,      6942,        8108,         65
 1127,        316689,          315574,            423,      6940,        8117,         58
 1128,        316742,          315626,            424,      6949,        8126,         61
 1129,        317494,          316377,            424,      6940,        8135,         59
 1130,        317853,          316735,            426,      6884,        8144,         61
 1131,        318545,          317426,            426,      6889,        8153,         59
 1132,        319482,          318362,            428,      6960,        8162,         60
 1133,        319518,          318397,            427,      6947,        8171,         58
 1134,        320633,          319511,            435,      6974,        8180,         62
 1135,        321659,          320536,            435,      6972,        8189,         60
 1136,        322414,          321290,            432,      7003,        8198,         66
 1137,        323411,          322286,            432,      7007,        8207,         58
 1138,        324403,          323277,            452,      7075,        8216,         63
 1139,        324879,          323752,            436,      7047,        8225,         60
 1140,        325521,          324393,            525,      6982,        8234,         61
 1141,        325767,          324638,            440,      7030,        8243,         60
 1142,        325876,          324746,            468,      7029,        8252,         65
 1143,        326698,          325567,            443,      7031,        8261,         60
 1144,        326840,          325708,            441,      7097,        8270,         60
 1145,        327554,          326421,            443,      7117,        8279,         69
 1146,        327828,          326694,            437,      7139,        8288,         61
 1147,        327848,          326713,            461,      7155,        8297,         65
 1148,        328271,          327135,            437,      7100,        8306,         63
 1149,        328294,          327157,            439,      7145,        8315,         63
 1150,        328627,          327489,            449,      7134,        8324,         62
 1151,        329452,          328313,            441,      7140,        8333,         66
 1152,        330283,          329143,            440,      7134,        8342,         59
 1153,        331082,          329941,            447,      7138,        8351,         60
 1154,        331496,          330354,            445,      7177,        8360,         61
 1155,        331666,          330523,            443,      7156,        8369,         59
 1156,        332306,          331162,            443,      7196,        8378,         61
 1157,        332547,          331402,            448,      7212,        8387,         60
 1158,        333650,          332504,            447,      7203,        8396,         62
 1159,        334557,          333410,            447,      7202,        8405,         60
 1160,        334756,          333608,            446,      7183,        8414,         61
 1161,        334923,          333774,            446,      7214,        8423,         59
 1162,        335136,          333986,            447,      7162,        8432,         61
 1163,        336009,          334858,            448,      7160,        8441,         59
 1164,        336507,          335355,            450,      7291,        8450,         61
 1165,        337539,          336386,            450,      7263,        8459,         60
 1166,        338612,          337458,            467,      7214,        8468,         65
 1167,        339669,          338514,            453,      7207,        8477,         59
 1168,        339751,          338595,            456,      7202,        8486,         60
 1169,        340903,          339746,            456,      7243,        8495,         60
 1170,        341042,          339884,            456,      7305,        8504,         62
 1171,        341482,          340323,            454,      7292,        8513,       1870
 1172,        342063,          340903,            478,      7308,        8522,         55
 1173,        342732,          341571,            457,      7225,        8531,         50
 1174,        342995,          341833,            466,      7300,        8540,         51
 1175,        343049,          341886,            457,      7294,        8549,         48
 1176,        343325,          342161,            461,      7332,        8558,         50
 1177,        343657,          342492,            457,      7377,        8567,         49
 1178,        344226,          343060,            459,      7340,        8576,         50
 1179,        345131,          343964,            459,      7338,        8585,         48
 1180,        345776,          344608,            461,      7328,        8594,         50
 1181,        346550,          345381,            462,      7360,        8603,         49
 1182,        347386,          346216,            467,      7301,        8612,         50
 1183,        347421,          346250,            464,      7306,        8621,         50
 1184,        347685,          346513,            463,      7279,        8630,         49
 1185,        348287,          347114,            464,      7279,        8639,         48
 1186,        349014,          347840,            465,      7324,        8648,         62
 1187,        349591,          348416,            468,      7359,        8657,         60
 1188,        349785,          348609,            465,      7349,        8666,         62
 1189,        350774,          349597,            468,      7426,        8675,         60
 1190,        351611,          350433,            468,      7323,        8684,         62
 1191,        351631,          350452,            470,      7348,        8693,         60
 1192,        352048,          350868,            469,      7394,        8702,         61
 1193,        352527,          351346,            469,      7335,        8711,         60
 1194,        352972,          351790,            613,      7334,        8720,         63
 1195,        353033,          351850,            470,      7356,        8729,         61
 1196,        353057,          351873,            471,      7340,        8738,         70
 1197,        354233,          353048,            471,      7331,        8747,         61
 1198,        355400,          354214,            485,      7445,        8756,         63
 1199,        356262,          355075,            474,      7439,        8765,         78
 1200,        356851,          355663,            658,      7460,        8774,         99
 1201,        357623,          356434,            485,      7428,        8783,         63
 1202,        358790,          357600,            479,      7481,        8792,         64
 1203,        359992,          358801,            481,      7518,        8801,         62
 1204,        360653,          359461,            481,      7502,        8810,         63
 1205,        361230,          360037,            491,      7466,        8819,         61
 1206,        361933,          360739,            490,      7515,        8828,         63
 1207,        361974,          360779,            482,      7545,        8837,         77
 1208,        362301,          361105,            572,      7548,        8846,        100
 1209,        362577,          361380,            484,      7560,        8855,         63
 1210,        363282,          362084,            527,      7513,        8864,         75
 1211,        363759,          362560,            487,      7522,        8873,         63
 1212,        364841,          363641,            486,      7503,        8882,         64
 1213,        365346,          364145,            495,      7505,        8891,         62
 1214,        366202,          365000,            489,      7561,        8900,         67
 1215,        366590,          365387,            489,      7571,        8909,         62
 1216,        367451,          366247,            491,      7579,        8918,         62
 1217,        368585,          367380,            490,      7616,        8927,         61
 1218,        368980,          367774,            494,      7637,        8936,         64
 1219,        369007,          367800,            491,      7644,        8945,         60
 1220,        370081,          368873,            493,      7596,        8954,         62
 1221,        370511,          369302,            494,      7613,        8963,         69
 1222,        371037,          369827,            494,      7602,        8972,         63
 1223,        371234,          370023,            495,      7607,        8981,         61
 1224,        371324,          370112,            496,      7584,        8990,         63
 1225,        372198,          370985,            497,      7601,        8999,         63
 1226,        373015,          371801,            497,      7636,        9008,         63
 1227,        373570,          372355,            530,      7625,        9017,         69
 1228,        373692,          372476,            502,      7641,        9026,         65
 1229,        374247,          373030,            498,      7623,        9035,         50
 1230,        374417,          373199,            499,      7614,        9044,         52
 1231,        374772,          373553,            498,      7624,        9053,         50
 1232,        375941,          374721,            536,      7611,        9062,         52
 1233,        376685,          375464,            503,      7664,        9071,         51
 1234,        377474,          376252,            502,      7751,        9080,         52
 1235,        378207,          376984,            504,      7781,        9089,         51
 1236,        379206,          377982,            505,      7712,        9098,         52
 1237,        380312,          379087,            507,      7748,        9107,         51
 1238,        380394,          379168,            506,      7819,        9116,         53
 1239,        380434,          379207,            511,      7820,        9125,         52
 1240,        381052,          379824,            525,      7853,        9134,         68
 1241,        382156,          380927,            506,      7860,        9143,         52
 1242,        382224,          380994,            510,      7762,        9152,         52
 1243,        383454,          382223,            508,      7808,        9161,         67
 1244,        383898,          382666,            509,      7796,        9170,         63
 1245,        384495,          383262,            510,      7821,        9179,         64
 1246,        384919,          383685,            510,      7811,        9188,         74
 1247,        385687,          384452,            513,      7811,        9197,         63
 1248,        386721,          385485,            511,      7762,        9206,         63
 1249,        387072,          385835,            516,      7787,        9215,         62
 1250,        387170,          385932,            514,      7863,        9224,         74
 1251,        387551,          386312,            516,      7846,        9233,         64
 1252,        388284,          387044,            517,      7817,        9242,         64
 1253,        388813,          387572,            548,      7857,        9251,         66
 1254,        390044,          388802,            555,      7791,        9260,         67
 1255,        391039,          389796,            804,      7799,        9269,        107
 1256,        391837,          390593,            760,      7833,        9278,         77
 1257,        392099,          390854,            522,      7837,        9287,         65
 1258,        392730,          391484,            525,      7927,        9296,         66
 1259,        393788,          392541,            540,      7918,        9305,         65
 1260,        394140,          392892,            526,      7935,        9314,         64
 1261,        395243,          393994,            534,      7897,        9323,         65
 1262,        395879,          394629,            528,      7909,        9332,         66
 1263,        396389,          395138,            529,      7916,        9341,         65
 1264,        397252,          396000,            533,      7864,        9350,         63
 1265,        397675,          396422,            528,      7883,        9359,         63
 1266,        398408,          397154,            579,      7985,        9368,         68
 1267,        398614,          397359,            534,      7935,        9377,         65
 1268,        399567,          398311,            532,      7980,        9386,         65
 1269,        400518,          399261,            533,      8003,        9395,         64
 1270,        400859,          399601,            533,      8013,        9404,         74
 1271,        402107,          400848,            534,      7990,        9413,         51
 1272,        402779,          401519,            537,      7980,        9422,         51
 1273,        402950,          401689,            535,      8012,        9431,         50
 1274,        404022,          402760,            538,      8000,        9440,         54
 1275,        404744,          403481,            538,      7987,        9449,         52
 1276,        405223,          403959,            538,      8032,        9458,         52
 1277,        405984,          404719,            569,      8045,        9467,         54
 1278,        407233,          405967,            541,      7991,        9476,         53
 1279,        408140,          406873,            542,      7998,        9485,         51
 1280,        408797,          407529,            544,      8006,        9494,         53
 1281,        409573,          408304,            544,      8009,        9503,         51
 1282,        409954,          408684,            550,      8133,        9512,         55
 1283,        410985,          409714,            550,      8130,        9521,         53
 1284,        412060,          410788,            547,      8036,        9530,         53
 1285,        412593,          411320,            549,      8102,        9539,         52
 1286,        413287,          412013,            548,      8106,        9548,         53
 1287,        414024,          412749,            553,      8092,        9557,         52
 1288,        414887,          413611,            552,      8121,        9566,         53
 1289,        415258,          413981,            552,      8118,        9575,         61
 1290,        415479,          414201,            555,      8040,        9584,         53
 1291,        416761,          415482,            553,      8100,        9593,         53
 1292,        417955,          416675,            555,      8163,        9602,         53
 1293,        418892,          417611,            575,      8151,        9611,         53
 1294,        418899,          417617,            558,      8218,        9620,         55
 1295,        419118,          417835,            560,      8234,        9629,         54
 1296,        419742,          418458,            563,      8220,        9638,         54
 1297,        420009,          418724,            562,      8293,        9647,         54
 1298,        420984,          419698,            560,      8262,        9656,         54
 1299,        421711,          420424,            564,      8297,        9665,         53
 1300,        421856,          420568,            561,      8243,        9674,         54
 1301,        422346,          421057,            607,      8256,        9683,         65
 1302,        422475,          421185,            562,      8281,        9692,         57
 1303,        423015,          421724,            713,      8291,        9701,         57
 1304,        424024,          422732,            565,      8236,        9710,         56
 1305,        424299,          423006,            582,      8269,        9719,         55
 1306,        424727,          423433,            566,      8241,        9728,         84
 1307,        424870,          423575,            685,      8304,        9737,         69
 1308,        426110,          424814,            569,      8306,        9746,         56
 1309,        426733,          425436,            592,      8253,        9755,         55
 1310,        427582,          426284,            572,      8273,        9764,         56
 1311,        427910,          426611,            572,      8309,        9773,         54
 1312,        428689,          427389,            578,      8365,        9782,         65
 1313,        428910,          427609,            575,      8429,        9791,         55
 1314,        429527,          428225,            579,      8365,        9800,         55
 1315,        430426,          429123,            628,      8383,        9809,         56
 1316,        430815,          429511,            573,      8343,        9818,         54
 1317,        430835,          429530,            580,      8346,        9827,         54
 1318,        432034,          430728,            573,      8346,        9836,         57
 1319,        432826,          431519,            580,      8351,        9845,         55
 1320,        434035,          432727,            604,      8420,        9854,         68
 1321,        435120,          433811,            578,      8359,        9863,         54
 1322,        435809,          434499,            597,      8516,        9872,         86
 1323,        436280,          434969,            695,      8495,        9881,         62
 1324,        436539,          435227,            585,      8467,        9890,         61
 1325,        436977,          435664,            651,      8448,        9899,         59
 1326,        438139,          436825,            593,      8416,        9908,         60
 1327,        438655,          437340,            594,      8441,        9917,         56
 1328,        439836,          438520,            583,      8425,        9926,         56
 1329,        440685,          439368,            596,      8406,        9935,         55
 1330,        440751,          439433,            585,      8426,        9944,         56
 1331,        441302,          439983,            613,      8445,        9953,         56
 1332,        441310,          439990,            614,      8512,        9962,         62
 1333,        441959,          440638,            584,      8498,        9971,         56
 1334,        442930,          441608,            605,      8500,        9980,         58
 1335,        443388,          442065,            591,      8512,        9989,         64
 1336,        444193,          442869,            591,      8483,        9998,         56
 1337,        445490,          444165,            599,      8498,       10007,         56
 1338,        446194,          444868,            593,      8523,       10016,         57
 1339,        447240,          445913,            597,      8550,       10025,         56
 1340,        447395,          446067,            594,      8606,       10034,         57
 1341,        447513,          446184,            597,      8627,       10043,         56
 1342,        447959,          446629,            619,      8589,       10052,         68
 1343,        449038,          447707,            607,      8579,       10061,         57
 1344,        449404,          448072,            639,      8639,       10070,         59
 1345,        450721,          449388,            627,      8626,       10079,         58
 1346,        451920,          450586,            611,      8634,       10088,         60
 1347,        452732,          451397,            600,      8626,       10097,         57
 1348,        453643,          452307,            623,      8636,       10106,         58
 1349,        454131,          452794,            602,      8667,       10115,         62
 1350,        454636,          453298,            603,      8600,       10124,         59
 1351,        455372,          454033,            605,      8609,       10133,         60
 1352,        455633,          454293,            891,      8646,       10142,         67
 1353,        456977,          455636,            617,      8567,       10151,         59
 1354,        457602,          456260,            619,      8708,       10160,         60
 1355,        457780,          456437,            619,      8698,       10169,         62
 1356,        458208,          456864,            640,      8597,       10178,         60
 1357,        458836,          457491,            617,      8704,       10187,         62
 1358,        459595,          458249,            929,      8694,       10196,         81
 1359,        460723,          459376,            644,      8701,       10205,         59
 1360,        460834,          459486,            633,      8683,       10214,         64
 1361,        461128,          459779,            622,      8733,       10223,         58
 1362,        462097,          460747,            621,      8742,       10232,         67
 1363,        463441,          462090,            732,      8774,       10241,         73
 1364,        463694,          462342,            629,      8810,       10250,         61
 1365,        464558,          463205,            679,      8797,       10259,         63
 1366,        465441,          464087,            656,      8748,       10268,         76
 1367,        466202,          464847,            628,      8743,       10277,         60
 1368,        466973,          465617,            671,      8775,       10286,         61
 1369,        467681,          466324,            630,      8742,       10295,         59
 1370,        468249,          466891,            645,      8731,       10304,         60
 1371,        468373,          467014,            624,      8728,       10313,         57
 1372,        468671,          467311,            633,      8789,       10322,         59
 1373,        469161,          467800,            625,      8802,       10331,         58
 1374,        470458,          469096,            633,      8876,       10340,         62
 1375,        471749,          470386,            627,      8880,       10349,         59
 1376,        472971,          471607,            638,      8874,       10358,         60
 1377,        473552,          472187,            631,      8816,       10367,         58
 1378,        474483,          473117,            682,      8923,       10376,         61
 1379,        474565,          473198,            636,      8903,       10385,         58
 1380,        475009,          473641,            630,      8903,       10394,         60
 1381,        475733,          474364,            632,      8873,       10403,         66
 1382,        476744,          475374,            631,      8905,       10412,         61
 1383,        477183,          475812,            640,      8904,       10421,         59
 1384,        477414,          476042,            633,      8886,       10430,         59
 1385,        478623,          477250,            634,      8926,       10439,         59
 1386,        479452,          478078,            636,      8956,       10448,         61
 1387,        480617,          479242,            638,      8964,       10457,         59
 1388,        481208,          479832,            671,      8998,       10466,         63
 1389,        481313,          479936,            639,      8967,       10475,         60
 1390,        481938,          480560,            680,      8991,       10484,         67
 1391,        481957,          480578,            643,      8978,       10493,         61
 1392,        482320,          480940,            642,      9001,       10502,         61
 1393,        483196,          481815,            640,      9014,       10511,         60
 1394,        483273,          481891,            665,      8981,       10520,         62
 1395,        483371,          481988,            644,      8985,       10529,         60
 1396,        483758,          482374,            753,      8931,       10538,         74
 1397,        484639,          483254,            779,      8941,       10547,         98
 1398,        485842,          484456,            723,      9145,       10556,         81
 1399,        486913,          485526,            650,      9145,       10565,         62
 1400,        487671,          486283,            650,      9052,       10574,         62
 1401,        488392,          487003,            647,      9062,       10583,         64
